model,phase,tp,batch_size,input_len,output_len,repeat_count,calls,logical_payload_bytes,ring_equivalent_bytes,ring_equivalent_rounds,unique_payload_sizes,min_payload_bytes,max_payload_bytes,ops_json,histogram_json,raw_ops_json,collective_families_json
deepseek-v2-lite,decode,8,1,2048,32,3,1705,6983680,12221440.0,23870,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,1,2048,128,3,6985,28610560,50068480.0,97790,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,1,2048,512,3,28105,115118080,201456640.0,393470,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,1,8192,32,3,1705,6983680,12221440.0,23870,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,1,8192,128,3,6985,28610560,50068480.0,97790,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,1,8192,512,3,28105,115118080,201456640.0,393470,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,2,128,32,3,1705,13967360,24442880.0,23870,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,2,128,128,3,6985,57221120,100136960.0,97790,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,2,128,512,3,28105,230236160,402913280.0,393470,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,2,2048,32,3,1705,13967360,24442880.0,23870,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,2,2048,128,3,6985,57221120,100136960.0,97790,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,2,2048,512,3,28105,230236160,402913280.0,393470,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,2,8192,32,3,1705,13967360,24442880.0,23870,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,2,8192,128,3,6985,57221120,100136960.0,97790,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,2,8192,512,3,28105,230236160,402913280.0,393470,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,4,128,32,3,1705,27934720,48885760.0,23870,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,4,128,128,3,6985,114442240,200273920.0,97790,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,4,128,512,3,28105,460472320,805826560.0,393470,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,4,2048,32,3,1705,27934720,48885760.0,23870,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,4,2048,128,3,6985,114442240,200273920.0,97790,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,4,2048,512,3,28105,460472320,805826560.0,393470,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,4,8192,32,3,1705,27934720,48885760.0,23870,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,4,8192,128,3,6985,114442240,200273920.0,97790,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,4,8192,512,3,28105,460472320,805826560.0,393470,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,8,128,32,3,1705,55869440,97771520.0,23870,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,8,128,128,3,6985,228884480,400547840.0,97790,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,8,128,512,3,28105,920944640,1611653120.0,393470,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,8,2048,32,3,1705,55869440,97771520.0,23870,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,8,2048,128,3,6985,228884480,400547840.0,97790,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,8,2048,512,3,28105,920944640,1611653120.0,393470,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,8,8192,32,3,1705,55869440,97771520.0,23870,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,8,8192,128,3,6985,228884480,400547840.0,97790,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,8,8192,512,3,28105,920944640,1611653120.0,393470,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,16,128,32,3,1705,111738880,195543040.0,23870,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,16,128,128,3,6985,457768960,801095680.0,97790,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,16,128,512,3,28105,1841889280,3223306240.0,393470,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,16,2048,32,3,1705,111738880,195543040.0,23870,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,16,2048,128,3,6985,457768960,801095680.0,97790,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,16,2048,512,3,28105,1841889280,3223306240.0,393470,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,16,8192,32,3,1705,111738880,195543040.0,23870,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,16,8192,128,3,6985,457768960,801095680.0,97790,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,16,8192,512,3,28105,1841889280,3223306240.0,393470,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,2,1,128,8,3,55,28835840,28835840.0,110,1,524288,524288,"[""all_reduce""]","{""all_reduce:524288"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,2,1,512,8,3,55,115343360,115343360.0,110,1,2097152,2097152,"[""all_reduce""]","{""all_reduce:2097152"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,2,1,2048,8,3,55,461373440,461373440.0,110,1,8388608,8388608,"[""all_reduce""]","{""all_reduce:8388608"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,2,1,8192,8,3,55,1845493760,1845493760.0,110,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,2,2,128,8,3,55,57671680,57671680.0,110,1,1048576,1048576,"[""all_reduce""]","{""all_reduce:1048576"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,2,2,512,8,3,55,230686720,230686720.0,110,1,4194304,4194304,"[""all_reduce""]","{""all_reduce:4194304"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,2,2,2048,8,3,55,922746880,922746880.0,110,1,16777216,16777216,"[""all_reduce""]","{""all_reduce:16777216"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,2,2,8192,8,3,55,3690987520,3690987520.0,110,1,67108864,67108864,"[""all_reduce""]","{""all_reduce:67108864"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,2,4,128,8,3,55,115343360,115343360.0,110,1,2097152,2097152,"[""all_reduce""]","{""all_reduce:2097152"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,2,4,512,8,3,55,461373440,461373440.0,110,1,8388608,8388608,"[""all_reduce""]","{""all_reduce:8388608"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,2,4,2048,8,3,55,1845493760,1845493760.0,110,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,2,4,8192,8,3,55,7381975040,7381975040.0,110,1,134217728,134217728,"[""all_reduce""]","{""all_reduce:134217728"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,2,8,128,8,3,55,230686720,230686720.0,110,1,4194304,4194304,"[""all_reduce""]","{""all_reduce:4194304"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,2,8,512,8,3,55,922746880,922746880.0,110,1,16777216,16777216,"[""all_reduce""]","{""all_reduce:16777216"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,2,8,2048,8,3,55,3690987520,3690987520.0,110,1,67108864,67108864,"[""all_reduce""]","{""all_reduce:67108864"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,2,8,8192,8,3,55,14763950080,14763950080.0,110,1,268435456,268435456,"[""all_reduce""]","{""all_reduce:268435456"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,2,16,128,8,3,55,461373440,461373440.0,110,1,8388608,8388608,"[""all_reduce""]","{""all_reduce:8388608"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,2,16,512,8,3,55,1845493760,1845493760.0,110,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,2,16,2048,8,3,55,7381975040,7381975040.0,110,1,134217728,134217728,"[""all_reduce""]","{""all_reduce:134217728"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,2,16,8192,8,3,55,29527900160,29527900160.0,110,1,536870912,536870912,"[""all_reduce""]","{""all_reduce:536870912"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,4,1,128,8,3,55,28835840,43253760.0,330,1,524288,524288,"[""all_reduce""]","{""all_reduce:524288"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,4,1,512,8,3,55,115343360,173015040.0,330,1,2097152,2097152,"[""all_reduce""]","{""all_reduce:2097152"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,4,1,2048,8,3,55,461373440,692060160.0,330,1,8388608,8388608,"[""all_reduce""]","{""all_reduce:8388608"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,4,1,8192,8,3,55,1845493760,2768240640.0,330,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,4,2,128,8,3,55,57671680,86507520.0,330,1,1048576,1048576,"[""all_reduce""]","{""all_reduce:1048576"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,4,2,512,8,3,55,230686720,346030080.0,330,1,4194304,4194304,"[""all_reduce""]","{""all_reduce:4194304"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,4,2,2048,8,3,55,922746880,1384120320.0,330,1,16777216,16777216,"[""all_reduce""]","{""all_reduce:16777216"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,4,2,8192,8,3,55,3690987520,5536481280.0,330,1,67108864,67108864,"[""all_reduce""]","{""all_reduce:67108864"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,4,4,128,8,3,55,115343360,173015040.0,330,1,2097152,2097152,"[""all_reduce""]","{""all_reduce:2097152"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,4,4,512,8,3,55,461373440,692060160.0,330,1,8388608,8388608,"[""all_reduce""]","{""all_reduce:8388608"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,4,4,2048,8,3,55,1845493760,2768240640.0,330,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,4,4,8192,8,3,55,7381975040,11072962560.0,330,1,134217728,134217728,"[""all_reduce""]","{""all_reduce:134217728"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,4,8,128,8,3,55,230686720,346030080.0,330,1,4194304,4194304,"[""all_reduce""]","{""all_reduce:4194304"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,4,8,512,8,3,55,922746880,1384120320.0,330,1,16777216,16777216,"[""all_reduce""]","{""all_reduce:16777216"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,4,8,2048,8,3,55,3690987520,5536481280.0,330,1,67108864,67108864,"[""all_reduce""]","{""all_reduce:67108864"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,4,8,8192,8,3,55,14763950080,22145925120.0,330,1,268435456,268435456,"[""all_reduce""]","{""all_reduce:268435456"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,4,16,128,8,3,55,461373440,692060160.0,330,1,8388608,8388608,"[""all_reduce""]","{""all_reduce:8388608"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,4,16,512,8,3,55,1845493760,2768240640.0,330,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,4,16,2048,8,3,55,7381975040,11072962560.0,330,1,134217728,134217728,"[""all_reduce""]","{""all_reduce:134217728"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,4,16,8192,8,3,55,29527900160,44291850240.0,330,1,536870912,536870912,"[""all_reduce""]","{""all_reduce:536870912"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,8,1,128,8,3,55,28835840,50462720.0,770,1,524288,524288,"[""all_reduce""]","{""all_reduce:524288"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,8,1,512,8,3,55,115343360,201850880.0,770,1,2097152,2097152,"[""all_reduce""]","{""all_reduce:2097152"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,8,1,2048,8,3,55,461373440,807403520.0,770,1,8388608,8388608,"[""all_reduce""]","{""all_reduce:8388608"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,8,1,8192,8,3,55,1845493760,3229614080.0,770,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,8,2,128,8,3,55,57671680,100925440.0,770,1,1048576,1048576,"[""all_reduce""]","{""all_reduce:1048576"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,8,2,512,8,3,55,230686720,403701760.0,770,1,4194304,4194304,"[""all_reduce""]","{""all_reduce:4194304"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,8,2,2048,8,3,55,922746880,1614807040.0,770,1,16777216,16777216,"[""all_reduce""]","{""all_reduce:16777216"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,8,2,8192,8,3,55,3690987520,6459228160.0,770,1,67108864,67108864,"[""all_reduce""]","{""all_reduce:67108864"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,8,4,128,8,3,55,115343360,201850880.0,770,1,2097152,2097152,"[""all_reduce""]","{""all_reduce:2097152"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,8,4,512,8,3,55,461373440,807403520.0,770,1,8388608,8388608,"[""all_reduce""]","{""all_reduce:8388608"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,8,4,2048,8,3,55,1845493760,3229614080.0,770,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,8,4,8192,8,3,55,7381975040,12918456320.0,770,1,134217728,134217728,"[""all_reduce""]","{""all_reduce:134217728"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,8,8,128,8,3,55,230686720,403701760.0,770,1,4194304,4194304,"[""all_reduce""]","{""all_reduce:4194304"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,8,8,512,8,3,55,922746880,1614807040.0,770,1,16777216,16777216,"[""all_reduce""]","{""all_reduce:16777216"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,8,8,2048,8,3,55,3690987520,6459228160.0,770,1,67108864,67108864,"[""all_reduce""]","{""all_reduce:67108864"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,8,8,8192,8,3,55,14763950080,25836912640.0,770,1,268435456,268435456,"[""all_reduce""]","{""all_reduce:268435456"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,8,16,128,8,3,55,461373440,807403520.0,770,1,8388608,8388608,"[""all_reduce""]","{""all_reduce:8388608"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,8,16,512,8,3,55,1845493760,3229614080.0,770,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,8,16,2048,8,3,55,7381975040,12918456320.0,770,1,134217728,134217728,"[""all_reduce""]","{""all_reduce:134217728"":55}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,prefill,8,16,8192,8,3,55,29527900160,51673825280.0,770,1,536870912,536870912,"[""all_reduce""]","{""all_reduce:536870912"":55}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,1,128,32,3,3007,12316672,12316672.0,6014,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":62,""fused_allreduce_residual_rmsnorm:4096"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,1,128,128,3,12319,50458624,50458624.0,24638,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":254,""fused_allreduce_residual_rmsnorm:4096"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,1,128,512,3,49567,203026432,203026432.0,99134,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":1022,""fused_allreduce_residual_rmsnorm:4096"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,1,2048,32,3,3007,12316672,12316672.0,6014,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":62,""fused_allreduce_residual_rmsnorm:4096"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,1,2048,128,3,12319,50458624,50458624.0,24638,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":254,""fused_allreduce_residual_rmsnorm:4096"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,1,2048,512,3,49567,203026432,203026432.0,99134,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":1022,""fused_allreduce_residual_rmsnorm:4096"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,1,8192,32,3,3007,12316672,12316672.0,6014,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":62,""fused_allreduce_residual_rmsnorm:4096"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,1,8192,128,3,12319,50458624,50458624.0,24638,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":254,""fused_allreduce_residual_rmsnorm:4096"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,1,8192,512,3,49567,203026432,203026432.0,99134,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":1022,""fused_allreduce_residual_rmsnorm:4096"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,2,128,32,3,3007,24633344,24633344.0,6014,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":62,""fused_allreduce_residual_rmsnorm:8192"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,2,128,128,3,12319,100917248,100917248.0,24638,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":254,""fused_allreduce_residual_rmsnorm:8192"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,2,128,512,3,49567,406052864,406052864.0,99134,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":1022,""fused_allreduce_residual_rmsnorm:8192"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,2,2048,32,3,3007,24633344,24633344.0,6014,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":62,""fused_allreduce_residual_rmsnorm:8192"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,2,2048,128,3,12319,100917248,100917248.0,24638,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":254,""fused_allreduce_residual_rmsnorm:8192"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,2,2048,512,3,49567,406052864,406052864.0,99134,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":1022,""fused_allreduce_residual_rmsnorm:8192"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,2,8192,32,3,3007,24633344,24633344.0,6014,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":62,""fused_allreduce_residual_rmsnorm:8192"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,2,8192,128,3,12319,100917248,100917248.0,24638,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":254,""fused_allreduce_residual_rmsnorm:8192"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,2,8192,512,3,49567,406052864,406052864.0,99134,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":1022,""fused_allreduce_residual_rmsnorm:8192"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,4,128,32,3,3007,49266688,49266688.0,6014,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":62,""fused_allreduce_residual_rmsnorm:16384"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,4,128,128,3,12319,201834496,201834496.0,24638,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":254,""fused_allreduce_residual_rmsnorm:16384"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,4,128,512,3,49567,812105728,812105728.0,99134,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":1022,""fused_allreduce_residual_rmsnorm:16384"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,4,2048,32,3,3007,49266688,49266688.0,6014,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":62,""fused_allreduce_residual_rmsnorm:16384"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,4,2048,128,3,12319,201834496,201834496.0,24638,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":254,""fused_allreduce_residual_rmsnorm:16384"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,4,2048,512,3,49567,812105728,812105728.0,99134,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":1022,""fused_allreduce_residual_rmsnorm:16384"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
